10	14.639	50.172
10.1	14.354	50.329
10.2	17.036	41.191
10.3	17.04	46.312
10.4	15.27	49.142
10.5	14.29	46.406
10.6	15.879	42.84
10.7	14.527	48.778
10.8	18.219	38.087
11	5.432	69.466
11.1	6.132	67.269
11.2	3.975	73.458
11.3	4.184	73.431
11.4	5.554	67.733
11.5	5.637	65.366
11.6	5.156	66.005
11.7	4.672	70.875
11.8	4.773	69.544
11.9	4.709	65.893
12	5.561	61.755
12.1	5.83	60.17
12.2	8.399	49.305
12.3	7.966	54.124
12.4	10.96	53.662
12.5	8.45	54.696
12.7	8.772	52.442
12.8	18.4	36.876
12.9	22.015	32.278
13	29.624	23.617
13.1	30.164	16.507
13.2	27.532	31.046
13.3	24.986	34.72
13.5	22.992	36.356
13.6	27.829	26.822
13.7	22.436	32.189
13.8	23.06	41.558
13.9	24.919	30.985
14	28.042	27.964
14.1	25.389	28.888
14.2	23.51	30.069
14.3	24.497	27.264
14.4	22.77	33.725
14.5	23.106	38.532
14.7	19.426	36.535
14.9	17.651	37.678
15	18.261	41.718
15.2	12.402	50.843
15.3	14.458	41.874
15.4	17.124	44.205
15.5	13.857	48.583
15.6	13.885	47.431
15.7	18.379	39.406
15.8	12.373	50.452
15.9	12.035	50.276
16	12.926	49.31
16.1	11.798	53.437
16.2	12.806	50.21
16.3	13.35	51.596
16.4	10.562	61.066
16.5	15.035	51.603
16.6	16.703	47.435
16.7	16.699	51.902
16.8	15.717	54.478
16.9	16.598	52.499
17	17.092	52.282
17.1	17.524	50.993
17.2	16.332	49.015
17.3	18.538	49.12
17.4	18.135	47.068
17.5	15.253	58.681
17.6	18.92	47.462
17.7	17.629	49.172
17.8	16.641	56.869
17.9	14.641	57.625
18	17.108	51.458
18.1	14.011	57.827
18.2	13.502	58.888
18.3	13.633	58.921
18.4	14.649	54.849
18.5	15.857	53.627
18.6	11.609	60.864
18.7	9.221	71.572
18.8	10.028	66.193
18.9	11.428	61.26
19	7.446	70.509
19.1	7.308	73.581
19.2	6.151	65.153
19.3	4.033	72.96
19.4	3.306	76.57
19.5	3.855	75.071
19.6	3.728	76.721
19.7	2.965	79.972
19.8	3.282	77.526
19.9	3.253	77.285
20	2.738	79.543
20.1	2.445	81.756
20.2	3.72	75.243
20.3	4.114	72.505
20.4	3.922	72.218
20.5	2.906	77.72
20.6	4.159	67.559
20.7	3.99	69.227
20.8	4.128	68.151
20.9	4.912	66.895
21	4.511	67.944
21.1	4.695	64.935
21.2	5.915	64.703
21.3	5.97	64.65
21.4	8.241	60.993
21.5	8.092	60.244
21.6	14.071	49.144
21.7	13.53	52.606
21.8	19.696	42.049
21.9	23.667	41.931
22	26.694	38.188
22.1	25.608	38.206
22.2	31.576	28.753
22.3	29.18	33.989
22.4	27.594	38.776
22.5	29.131	36.004
22.6	29.666	37.68
22.7	39.05	22.867
22.8	37.458	19.83
22.9	41.977	18.681
23	36.062	23.137
23.1	41.205	16.756
23.4	33.63	22.353
23.5	33.599	21.019
23.6	30.796	25.27
23.7	30.595	32.779
23.8	28.238	37.612
23.9	26.715	37.762
24	26.949	36.685
24.1	23.05	45.282
24.2	30.9	32.027
24.3	24.535	41.427
24.4	23.857	42.513
24.5	21.489	42.203
24.6	21.198	44.56
24.7	19.425	50.373
24.8	25.487	38.541
24.9	21.198	46.872
25	20.172	43.541
25.1	30.578	24.576
25.2	22.778	42.944
25.3	20.634	44.111
25.4	32.359	24.071
25.5	26.475	35.242
25.6	27.902	33.959
25.7	21.254	46.802
25.8	30.232	26.616
25.9	21.238	36.758
26	20.841	37.191
26.1	17.367	48.699
26.2	18.365	38.009
26.3	19.231	38.146
26.4	19.872	45.158
26.5	18.295	40.809
26.6	19.631	46.959
26.7	17.634	42.633
26.8	14.145	50.641
26.9	14.861	47.988
27	13.479	49.532
27.1	11.539	54.218
27.2	11.486	54.835
27.3	11.425	54.745
27.4	13.445	49.301
27.5	11.717	53.545
27.6	10.349	56.072
27.7	10.877	46.908
27.8	13.269	49.915
27.9	16.106	35.025
28	16.768	36.955
28.1	12.293	43.679
28.2	13.649	44.905
28.3	11.648	53.488
28.4	12.884	48.884
28.5	16.821	41.446
28.6	16.752	38.598
28.7	12.347	51.128
28.8	13.315	52.529
28.9	12.64	50.462
29	15.132	44.528
29.1	13.744	50.413
29.2	11.336	53.342
29.3	14.004	50.328
29.4	17.587	43.12
29.5	18.339	39.092
29.6	20.496	32.796
29.7	12.492	51.81
29.8	14.244	46.564
29.9	14.453	47.347
30	16.533	38.573
30.1	16.894	39.404
30.2	15.481	43.32
30.3	16.206	39.646
30.4	15.821	39.85
30.5	22.36	34.184
30.6	21.784	31.481
30.7	19.236	40.574
30.8	23.68	27.213
30.9	20.578	35.886
31	20.643	29.85
31.1	22.378	24.65
31.2	26.655	23.391
31.3	22.33	18.82
31.4	22.966	25.3
31.5	24.266	28.496
31.6	24.494	19.606
31.7	21.303	33.404
31.8	25.856	22.102
31.9	22.51	29.559
32	26.823	21.919
32.1	22.056	31.156
32.2	25.233	28.131
32.3	22.88	29.68
32.4	22.689	23.383
32.5	20.032	33.031
32.6	21.537	31.017
32.7	19.029	37.106
32.8	20.745	33.677
32.9	20.227	32.808
33	17.519	34.421
33.1	16.277	39.242
33.2	15.562	39.746
33.3	18.086	35.383
33.4	18.839	31.467
33.5	18.832	32.686
33.6	16.502	40.268
33.7	15.069	45.659
